Position,Finale,Artist name,Country,Song Name,Lyrics_en
15.0,False,Samanta Tīna,Latvia,The Moon Is Rising,"The queen of the night is coming
The blood moon is rising
When I walk in like this
With and attitude
You should know that
I’m coming after you
You can run, you can hide
But you’re mesmerized
In your mind I am
Already idolized
Playing dirty -
Not my case!
Giving up hopes -
Not my case!
Being envious -
Not my case!
If you got something to say,
Say it to my face!
The queen of the night is coming
The blood moon is rising
(Get ready for a)
Pa ra ra
Pa ra ra
Pa ra ra pa
Pa ra ra pa pa-rade
I will glow, I will burn
Illuminate
Bring the passion inside,
Let me touch your fate
I will lead, I will guide you
On your way
I am here to remind
You’re in the right place
My rules, your rules
I’m a woman, I’m a ruler
My rules, your rules
I’m accepting only true love
My rules, your rules
I’m a woman, I’m a ruler
You got something to say,
Say it to my face
My rules, your rules
Getting ready for the parade
My rules, your rules
No excuses, if it’s too late
My rules, your rules
Everybody follow my way
You got something to say,
Say it to my face!
The queen of the night is coming
The blood moon is rising
(Get ready for a)
Pa ra ra
Pa ra ra
Pa ra ra pa
Pa ra ra pa pa-rade"
15.0,False,Go_A,Ukraine,Shum,"Oh Spring song, Spring song
Where have you spent your Winter?
In the garden, sitting on a maple tree
You’ve been spinning a shirt.
There on the edge of a forest
An owl is blowing into the water.
I’ll sing a song -
Let her hear it.
Shum, get twined with periwinkle
I’m singing the spring song to you.
Sowing, sowing, sowing, sowing hemp plants,
Sowing, sowing, sowing, sowing green ones.
Come Spring, come
Don’t wait around
We’ll go outside
to love each other.
Oh Spring, our Miss,
Look in our window.
We had sang our song
And the Sun shined on.
Come on, come on, let’s twine the Shum,
Twine the Shum, dance it around.
Sowing, sowing, sowing, sowing hemp plants,
Sowing, sowing, sowing, sowing green ones.
Shum, get twined, get twined!
Shum, get spread with periwinkle.
Sowing, sowing, sowing, sowing hemp plants,
Sowing, sowing, sowing, sowing green ones.
Oh Spring song, Spring song
Where have you spent your Winter?
In the garden, sitting on a maple tree
You’ve been spinning a shirt.
There on the edge of a forest
An owl is blowing into the water.
I’ll sing a song -
Let her hear it.
Shum, get twined with periwinkle
I’m singing the spring song to you.
Sowing, sowing, sowing, sowing hemp plants,
Sowing, sowing, sowing, sowing green ones.
Come on, come on, we’ve made some noise.
Made some noise and awoke the Spring.
Sowing, sowing, sowing, sowing hemp plants,
Sowing, sowing, sowing, sowing green ones."
16.0,False,Destiny,Malta,Je Me Casse,"Babe are you hurting, are you all right
You look like an angel that fell from the sky
And boy you keep talking massaging my ego
With your unoriginal pick up line
(Hell no what you gonna do)
Hell no I am not your honey
Hell no I don’t want your money
Got it wrong I ain’t into dummies
Na ah ah ah…
So baby, it’s not a maybe
Yeah I’m too good to be true
There’s nothing in it for you
So if I show some skin doesn’t mean I’m giving in
Not your baby
(Je me casse)
Huh, je me casse
If you don’t get it
(Je me casse)
Je me casse
Je me casse
I’m not your baby
Boy why you putting that drink in my hand
Think if I’m drunk then I’d give you a chance
Boy you keep buying, ain’t complying so stop trying
Not gonna give it up, ain’t changing my plans
(Hell no what you gonna do)
Hell no I am not your honey
Hell no I don’t want your money
Got it wrong I ain’t into dummies
Na ah ah ah…
So baby, it’s not a maybe
Yeah I’m too good to be true
But there’s nothing in it for you
So if I show some skin doesn’t mean I’m giving in
Not your baby
(Je me casse)
Ha ha, je me casse
If you don’t get it
(Je me casse)
Je me casse (Just walk away)
Je je me casse
If you don’t get it
Ladies if you feel like flaunting tonight it’s all right, it’s all right
(Ladies) Ladies
(Listen to me) Listen and go right ahead show you’re shining bright
If you don’t get it
If you if you don’t get it (Je me casse)
If you don’t get it
If you if you… Excuse my French
Baby (Baby)
It’s not a maybe (Ohh ohh)
Yeah I’m too good to be true
But there’s nothing in it for you
So if I show some skin doesn’t mean I’m giving in
Not your baby
(Je me casse)
Ha ha, je je je me casse
I’m not your baby"
16.0,False,Gjon's Tears,Switzerland,Tout l'Univers,"Let the wind brush
His/her hand over my shoulder
The void in my head
Not a single place to hide
The dawn is fading
Behind a field of ruins
It’s time to grow up
Don’t hold yourself back
I see pieces of you behind us
And I see what pain has made of me
The whole universe
Our two hearts under the ground
At the centre of the rifts where everything explodes
Being at the point of impact
Without you
What will happen to our breaths
If they stay on the shore?
This love that wrings us out
I see pieces of you behind us
And I see what pain has made of me
The whole universe
Our two hearts under the ground
At the centre of the rifts where everything explodes
Being at the point of impact
Without you
Behind my eyelids
Get some air
Ah
(The whole universe)
(Our two hearts under the ground)
At the centre of the rifts and the aftershocks
We will meet at the point of impact
How can we heal our exploding hearts
The whole universe"
17.0,False,Fyr Og Flamme,Denmark,Øve Os På Hinanden,"Tiden er gået i stå
Hva' er det, vi venter på?
Dine øjne si'r det samme som mine
Så jeg sætter i et dansetrin
Jeg har øvet på hjemmefra
Og be'r til min skaber, at de griber mig
(Et dansegulv)
Rivaler spænder ben og fører krig
(På et, på et dansegulv)
Men hvis du ikke slipper mig, så letter vi
Ingen ved, hvordan man gør
Så lad os øve os på hinanden
Lige om lidt er vi to voksnе
Du er kvinden, jeg еr manden
Hele gulvet er gået fra forstanden
La' os øve på hinanden
Tiden er gået i stå
Din kjole er lyseblå
Du si'r noget, jeg ikk' ka' høre, mens rytmen kører
(På et dansegulv)
Hvor hjerter svulmer op og går itu
(På et danse-dansegulv)
Vi bli'r aldrig mere levende end lige nu
Ingen ved, hvordan man gør
Så lad os øve os på hinanden
Lige om lidt er vi to voksne
Du er kvinden, jeg er manden
Hele gulvet er gået fra forstanden
La' os øve på hinanden
Et dansegulv hvor hjerter svulmer op og går itu
Vi bli'r aldrig mere levende end lige her og nu
Hele gulvet er gået fra forstanden
La' os øve på hinanden
Ingen ved, hvordan man gør
Så lad os øve os på hinanden
Lige om lidt er vi to voksne
Du er kvinden, jeg er manden
Hele gulvet er gået fra forstanden
La' os øve på hinanden"
,True,Barbara Pravi,France,Voilà,"Écoutez-moi, moi la chanteuse à demi
Parlez de moi, à vos amours, à vos amis
Parlez-leur de cette fille aux yeux noirs et de son rêve fou
Moi c'que j'veux c'est écrire des histoires qui arrivent jusqu'à vous
C'est tout
Voilà, voilà, voilà, voilà qui je suis
Me voilà même si mise à nue j'ai peur, oui
Me voilà dans le bruit et dans le silence
Regardez-moi, ou du moins ce qu'il en reste
Regardez-moi, avant que je me déteste
Quoi vous dire que les lèvres d'une autre ne vous diront pas
C'est peu de choses mais moi tout ce que j'ai, je le dépose là
Voilà
Voilà, voilà, voilà, voilà qui je suis
Me voilà même si mise à nue c'est fini
C'est ma gueule, c'est mon cri, me voilà tant pis
Voilà, voilà, voilà, voilà juste ici
Moi mon rêve, mon envie, comme j'en crève, comme j'en ris
Me voilà dans le bruit et dans le silence
Ne partez pas, j'vous en supplie restez longtemps
Ça m'sauvera peut-être pas, non
Mais faire sans vous j'sais pas comment
Aimez-moi comme on aime un ami qui s'en va pour toujours
J'veux qu'on m'aime, parce que moi je sais pas bien aimer mes contours
Voilà, voilà, voilà, voilà qui je suis
Me voilà même si mise à nue c'est fini
Me voilà dans le bruit et dans la fureur aussi
Regardez-moi enfin et mes yeux et mes mains
Tout c'que j'ai est ici, c'est ma gueule, c'est mon cri
Me voilà, me voilà, me voilà
Voilà, voilà
Voilà, voilà
Voilà"
,True,Jendrik,Germany,I Don't Feel Hate,"I don't feel hate
I just feel sorry
you feel so very clever whenever you find another way to wear me down
But I don't feel hate
I just feel sorry
so you can wiggle with that middle finger it'll never wiggle back to you
'cause i don't feel
sorry
I really don't care that you want to bash me
do it with flair and I'll let you be
(I'll let you be common Eileen)
but don't you dare, mmm, to get angry when you realise those words just don’t hit me (whaaat?)
Cause I don't feel hate
I just feel sorry
you feel so very clever whenever you find another way to wear me down
But I don't feel hate
I just feel sorry
so you can wiggle with that middle finger it'll never wiggle back to you
'cause i don't feel
hate
sorry
I really don't mind to be your rival
cause for your kind it's essential for survival (say what)
(he did not just say that)
yes I did, and I feel sorry, I don't feel hate, that's the whole point of the song
I guess you need patronization
as some kind of validation:
you won't cope with the frustration
that your random me-fixation
is another affirmation
that you're just a hateful person who's not really better than me!
(trumpet and whistle duet)
(tap break)
(I don't feel hate)
I don't feel hate
(I just feel sorry)
I just feel sorry
(you feel so very clever whenever you find another way to wear me down)
Meine Damen und Herren das war’s mit “I Don’t Feel Hate” ich hoffe Sie haben noch ein derbe nices Leben und bis bald.
(but I don't feel hate)
No no no no
(I just feel sorry)
I just feel sorry
(you feel so very clever whenever you find another way to wear me down)
don’t wear me down
(I don't feel hate)
I don't feel hate
(I just feel sorry)
I just feel sorry
(so you can wiggle wiggle wiggle wiggle wiggle wiggle wiggle wiggle you)
wiggle wiggle wiggle you
‘cause I Don’t feel"
,True,Måneskin,Italy,Zitti E Buoni,"They don’t know what I am talkin’ about
Dirty clothes, bro, muddy clothes
Yellow ‘cig stains on my finger
I am walkin’ with my ‘cig
Excuse me, but I truly believe
That I can make this jump
And even if the road is uphill
That’s why I am training now
Good evening, ladies and gentlemen
Bring out the actors
You’d better not make anymore mistakes
You’d better be quiet and behave
Around here, there are strange people-like dealers
Too many nights I've spent locked outside
Now I'm kicking these doors
Eyes up like climbers
So excuse me mum if I'm always out, but
I'm out of my mind, but different from them
And you are out of your mind, but different from them
We are out of our minds, but different from them
We are out of our minds, but different from them
I've written pages and pages, I've seen the salt then the tears
These machine-men not climbing the rapids
I’ve written on a tombstone, in my house there's no God
But if you find the sense of time you'll climb out of your oblivion
And there's no wind stopping the natural power
From the right point of view you feel the thrill of the wind
With wax wings on my back I'll seek that high
If you want to stop me try again, try cutting my head off because
I'm out of my mind, but different from them
And you are out of your mind, but different from them
We are out of our minds, but different from them
We are out of our minds, but different from them
They talk, unfortunately people talk
They don't know what they talk about
You, bring me where I stay afloat
Cause here i can’t breathe
They talk, unfortunately people talk
They don't know what they are talkin’ about
You, bring me where I stay afloat
Cause here I can’t breathe
They talk, unfortunately people talk
They don't know what they are talkin’ about
You, bring me where I stay afloat
Cause here I can’t breathe
But I'm out of my mind, but different from them
And you are out of your mind, but different from them
We are out of our minds, but different from them
We are out of our minds, but different from them
We're different from them"
,True,Blas Cantó,Spain,Voy A Quedarme,"Stay tonight to watch the sunrise
To feel your voice
Caressing me
Stay one more second,
there is nothing to lose
While drawing a sea
Of memories in your skin
I have come down to the sky to discover
That hides in your eyes
Just a few inches away from me
I'm going to stay and I promise
To love you more than yesterday
I'm going to kiss you very slowly
Like the first time
And leave behind the fear
With your soul between my fingers
Stay
Because I'm going to stay
I know there are many like me
with so much to offer
But I swear that this love
no one can beat it
And even if our dance gave
a step backwards
Don't worry I
With you I will always dance
What difference does it make if the world collapses today
or what will happen tomorrow
That I'm not leaving your side
I'm going to stay and I promise
To love you more than yesterday
I'm going to kiss you very slowly
Like the first time
And leave behind the fear
With your soul between my fingers
Stay
Because I'm going to stay
By your side even if the ground is shaking
The sun goes out
The sky is falling
Just a few centimeters away
And leave behind the fear
With your soul between my fingers
Stay
Because I'm going to stay"
,True,Jeangu Macrooy,The Netherlands,Birth Of A New Age,"Skin as rich as a starlit night
Your rhythm is rebellion
Deep currents running in the rivers of your eyes
Your rhythm is rebellion
They spat on your crown
And they poisoned your ground
Your rhythm is rebellion
They burned your heroes at the stake
But your voice will echo all their names
This ain’t the end, no!
It’s the birth of a new age
Yu no man broko mi
Soul blazing like a hurricane
Your rhythm is rebellion
Spirit roaring wild like untamed flames
Your rhythm is rebellion
They buried your gods
They imprisoned your thoughts
Your rhythm is rebellion
They tried to drain you of your faith
But you are the rage that melts the chains
This ain’t the end, no!
It’s the birth of a new age
We are the fruit
Adorning the legacy
Of every forgotten revolutionary
Born in resilience
Proud like a lion
We are the birth of a new age
Yu no man broko mi
Mi na afu sensi"
,True,James Newman,United Kingdom,Embers,"Sometimes I know
My fire burns low
But as long as you’re with me I’ll never get cold
Day and night
Through darkness and light
I’ll never worry when you’re by my side
Oh
Feelings change
And seasons fade, but
Nothing will burn us out
Nothing can stop us now
Out of the embers
You and I are gonna light up the room
(yeah you and I, gonna light up the room)
Out of the embers
There’s a fire burning for you
(yeah there’s a fire, burning for you)
I feel it heating up
There’s still a chance for us
Down here in the ashes yeah there’s something glowing
Out of the embers
You and I are gonna light up the room
(yeah you and I, gonna light)
Light up the Room
You and me
Forever we’re free
We’re cool under pressure
And that’s all we need
So take my hand
And forget the past
We’re in this together there’s no looking back
Oh
Feelings change
And seasons fade, but
Nothing will burn us out
Nothing can stop us now
Out of the embers
You and I are gonna light up the room
(yeah you and I, gonna light up the room)
Out of the embers
There’s a fire burning for you
(yeah there’s a fire, burning for you)
I feel it heating up
There’s still a chance for us
Down here in the ashes yeah there’s something glowing
Out of the embers
You and I are gonna light up the room
(yeah you and I, gonna light)
Light up the Room
Out of the embers
You and I are gonna light up the room
(yeah you and I, gonna light up the room)
Out of the embers
You and I are gonna light up the room
(yeah you and I, gonna light up the room)
Light up the Room"
